Date,Open,High,Low,Close,Adj Close,Month,Year
2000-03-03,494.0,494.0,494.0,232.98262000000003,494.0,3,2000
2000-03-06,493.5,493.5,493.5,232.74682599999997,493.5,3,2000
2000-03-07,505.5,505.5,505.5,238.40641800000003,505.5,3,2000
2000-03-08,554.5,554.5,554.5,261.516022,554.5,3,2000
2000-03-09,550.5,550.5,550.5,259.62951699999996,550.5,3,2000
2000-03-10,552.0,552.0,552.0,260.33691400000004,552.0,3,2000
2000-03-13,549.0,549.0,549.0,258.921967,549.0,3,2000
2000-03-14,536.5,536.5,536.5,253.02670299999997,536.5,3,2000
2000-03-15,554.0,554.0,554.0,261.28009,554.0,3,2000
2000-03-16,568.0,568.0,568.0,267.882904,568.0,3,2000
2000-03-17,554.0,554.0,554.0,261.28009,554.0,3,2000
2000-03-20,542.5,542.5,542.5,255.856461,542.5,3,2000
2000-03-21,548.5,548.5,548.5,258.686157,548.5,3,2000
2000-03-22,550.0,550.0,550.0,259.393616,550.0,3,2000
2000-03-23,535.0,535.0,535.0,252.31930499999999,535.0,3,2000
2000-03-24,541.5,541.5,541.5,255.38485699999998,541.5,3,2000
2000-03-27,512.5,512.5,512.5,241.70776400000003,512.5,3,2000
2000-03-28,514.5,514.5,514.5,242.65104700000003,514.5,3,2000
2000-03-29,522.5,522.5,522.5,246.423981,522.5,3,2000
2000-03-30,542.0,542.0,542.0,255.620758,542.0,3,2000
2000-03-31,573.5,573.5,573.5,270.476929,573.5,3,2000
2000-04-03,557.0,557.0,557.0,262.695007,557.0,4,2000
2000-04-04,554.0,554.0,554.0,261.28009,554.0,4,2000
2000-04-05,547.5,547.5,547.5,258.2146,547.5,4,2000
2000-04-06,551.0,551.0,551.0,259.865326,551.0,4,2000
2000-04-07,545.0,545.0,545.0,257.035522,545.0,4,2000
2000-04-10,542.5,542.5,542.5,255.856461,542.5,4,2000
2000-04-11,552.0,552.0,552.0,260.33691400000004,552.0,4,2000
2000-04-12,538.5,538.5,538.5,253.969925,538.5,4,2000
2000-04-13,543.0,543.0,543.0,256.09231600000004,543.0,4,2000
2000-04-14,531.5,531.5,531.5,250.668625,531.5,4,2000
2000-04-17,527.0,527.0,527.0,248.54631,527.0,4,2000
2000-04-18,506.0,506.0,506.0,238.642227,506.0,4,2000
2000-04-19,520.5,520.5,520.5,245.48068199999997,520.5,4,2000
2000-04-20,533.5,533.5,533.5,251.611893,533.5,4,2000
2000-04-21,533.5,533.5,533.5,251.611893,533.5,4,2000
2000-04-24,533.5,533.5,533.5,251.611893,533.5,4,2000
2000-04-25,555.0,555.0,555.0,261.751862,555.0,4,2000
2000-04-26,555.5,555.5,555.5,261.987518,555.5,4,2000
2000-04-27,557.5,557.5,557.5,262.930847,557.5,4,2000
2000-04-28,554.5,554.5,554.5,261.516022,554.5,4,2000
2000-05-01,554.5,554.5,554.5,261.516022,554.5,5,2000
2000-05-02,550.5,550.5,550.5,259.62951699999996,550.5,5,2000
2000-05-03,551.5,551.5,551.5,260.10107400000004,551.5,5,2000
2000-05-04,559.0,559.0,559.0,263.638214,559.0,5,2000
2000-05-05,588.0,588.0,588.0,277.31546000000003,588.0,5,2000
2000-05-08,597.0,597.0,597.0,281.559998,597.0,5,2000
2000-05-09,577.5,577.5,577.5,272.363342,577.5,5,2000
2000-05-10,589.0,589.0,589.0,277.78704799999997,589.0,5,2000
2000-05-11,610.0,610.0,610.0,287.691132,610.0,5,2000
2000-05-12,598.5,598.5,598.5,282.26757799999996,598.5,5,2000
2000-05-15,600.5,600.5,600.5,284.742615,600.5,5,2000
2000-05-16,600.5,600.5,600.5,284.742615,600.5,5,2000
2000-05-17,592.5,592.5,592.5,280.94931,592.5,5,2000
2000-05-18,613.0,613.0,613.0,290.66986099999997,613.0,5,2000
2000-05-19,609.0,609.0,609.0,288.773163,609.0,5,2000
2000-05-22,614.5,614.5,614.5,291.381073,614.5,5,2000
2000-05-23,608.0,608.0,608.0,288.29895,608.0,5,2000
2000-05-24,598.5,598.5,598.5,283.794373,598.5,5,2000
2000-05-25,599.5,599.5,599.5,284.268494,599.5,5,2000
2000-05-26,600.5,600.5,600.5,284.742615,600.5,5,2000
2000-05-29,600.5,600.5,600.5,284.742615,600.5,5,2000
2000-05-30,591.0,591.0,591.0,280.238037,591.0,5,2000
2000-05-31,608.5,608.5,608.5,288.536041,608.5,5,2000
2000-06-01,608.5,608.5,608.5,288.536041,608.5,6,2000
2000-06-02,625.5,625.5,625.5,296.597046,625.5,6,2000
2000-06-05,622.0,622.0,622.0,294.937408,622.0,6,2000
2000-06-06,624.0,624.0,624.0,295.88568100000003,624.0,6,2000
2000-06-07,607.0,607.0,607.0,287.82489,607.0,6,2000
2000-06-08,621.0,621.0,621.0,294.46322599999996,621.0,6,2000
2000-06-09,622.0,622.0,622.0,294.937408,622.0,6,2000
2000-06-12,620.0,620.0,620.0,293.989044,620.0,6,2000
2000-06-13,631.0,631.0,631.0,299.205048,631.0,6,2000
2000-06-14,633.5,633.5,633.5,300.390442,633.5,6,2000
2000-06-15,618.5,618.5,618.5,293.27774,618.5,6,2000
2000-06-16,626.0,626.0,626.0,296.834167,626.0,6,2000
2000-06-19,632.0,632.0,632.0,299.679108,632.0,6,2000
2000-06-20,624.5,624.5,624.5,296.122833,624.5,6,2000
2000-06-21,630.0,630.0,630.0,298.730804,630.0,6,2000
2000-06-22,638.0,638.0,638.0,302.52417,638.0,6,2000
2000-06-23,642.5,642.5,642.5,304.658112,642.5,6,2000
2000-06-26,649.0,649.0,649.0,307.740234,649.0,6,2000
2000-06-27,632.5,632.5,632.5,299.916138,632.5,6,2000
2000-06-28,619.0,619.0,619.0,293.515015,619.0,6,2000
2000-06-29,623.5,623.5,623.5,295.648773,623.5,6,2000
2000-06-30,634.0,634.0,634.0,300.627472,634.0,6,2000
2000-07-03,648.0,648.0,648.0,307.266022,648.0,7,2000
2000-07-04,630.0,630.0,630.0,298.730804,630.0,7,2000
2000-07-05,600.5,600.5,600.5,284.742615,600.5,7,2000
2000-07-06,604.5,604.5,604.5,286.63937400000003,604.5,7,2000
2000-07-07,617.0,617.0,617.0,292.56665,617.0,7,2000
2000-07-10,615.0,615.0,615.0,291.61825600000003,615.0,7,2000
2000-07-11,625.0,625.0,625.0,296.359985,625.0,7,2000
2000-07-12,618.0,618.0,618.0,293.040741,618.0,7,2000
2000-07-13,609.5,609.5,609.5,289.010193,609.5,7,2000
2000-07-14,600.5,600.5,600.5,284.742615,600.5,7,2000
2000-07-17,580.0,580.0,580.0,275.02203399999996,580.0,7,2000
2000-07-18,582.5,582.5,582.5,276.207489,582.5,7,2000
2000-07-19,599.0,599.0,599.0,284.03137200000003,599.0,7,2000
2000-07-20,586.0,586.0,586.0,277.867035,586.0,7,2000
2000-07-21,570.0,570.0,570.0,270.280365,570.0,7,2000
2000-07-24,564.5,564.5,564.5,267.672302,564.5,7,2000
2000-07-25,568.0,568.0,568.0,269.33197,568.0,7,2000
2000-07-26,576.0,576.0,576.0,273.125336,576.0,7,2000
2000-07-27,582.0,582.0,582.0,275.970367,582.0,7,2000
2000-07-28,593.5,593.5,593.5,281.42340099999996,593.5,7,2000
2000-07-31,584.0,584.0,584.0,276.918701,584.0,7,2000
2000-08-01,573.0,573.0,573.0,271.702942,573.0,8,2000
2000-08-02,597.0,597.0,597.0,283.083008,597.0,8,2000
2000-08-03,608.0,608.0,608.0,288.29895,608.0,8,2000
2000-08-04,597.0,597.0,597.0,283.083008,597.0,8,2000
2000-08-07,607.0,607.0,607.0,287.82489,607.0,8,2000
2000-08-08,593.0,593.0,593.0,281.18634,593.0,8,2000
2000-08-09,588.0,588.0,588.0,278.815491,588.0,8,2000
2000-08-10,587.5,587.5,587.5,278.578369,587.5,8,2000
2000-08-11,601.0,601.0,601.0,284.979736,601.0,8,2000
2000-08-14,589.0,589.0,589.0,280.855072,589.0,8,2000
2000-08-15,602.0,602.0,602.0,287.054016,602.0,8,2000
2000-08-16,615.0,615.0,615.0,293.252838,615.0,8,2000
2000-08-17,624.5,624.5,624.5,297.78268399999996,624.5,8,2000
2000-08-18,629.5,629.5,629.5,300.16693100000003,629.5,8,2000
2000-08-21,631.0,631.0,631.0,300.882202,631.0,8,2000
2000-08-22,639.0,639.0,639.0,304.69689900000003,639.0,8,2000
2000-08-23,646.5,646.5,646.5,308.273132,646.5,8,2000
2000-08-24,636.0,636.0,636.0,303.266388,636.0,8,2000
2000-08-25,634.5,634.5,634.5,302.551117,634.5,8,2000
2000-08-28,634.5,634.5,634.5,302.551117,634.5,8,2000
2000-08-29,640.5,640.5,640.5,305.412079,640.5,8,2000
2000-08-30,642.5,642.5,642.5,306.36569199999997,642.5,8,2000
2000-08-31,630.5,630.5,630.5,300.643677,630.5,8,2000
2000-09-01,646.5,646.5,646.5,308.273132,646.5,9,2000
2000-09-04,657.0,657.0,657.0,313.27972400000004,657.0,9,2000
2000-09-05,654.5,654.5,654.5,312.087799,654.5,9,2000
2000-09-06,657.0,657.0,657.0,313.27972400000004,657.0,9,2000
2000-09-07,661.5,661.5,661.5,315.425568,661.5,9,2000
2000-09-08,652.5,652.5,652.5,311.134094,652.5,9,2000
2000-09-11,671.0,671.0,671.0,319.95556600000003,671.0,9,2000
2000-09-12,665.0,665.0,665.0,317.094452,665.0,9,2000
2000-09-13,655.5,655.5,655.5,312.564606,655.5,9,2000
2000-09-14,634.0,634.0,634.0,302.312683,634.0,9,2000
2000-09-15,640.0,640.0,640.0,305.173706,640.0,9,2000
2000-09-18,657.0,657.0,657.0,313.27972400000004,657.0,9,2000
2000-09-19,653.0,653.0,653.0,311.372498,653.0,9,2000
2000-09-20,638.0,638.0,638.0,304.21994,638.0,9,2000
2000-09-21,624.0,624.0,624.0,297.544403,624.0,9,2000
2000-09-22,609.0,609.0,609.0,290.391785,609.0,9,2000
2000-09-25,595.0,595.0,595.0,283.716187,595.0,9,2000
2000-09-26,600.5,600.5,600.5,286.338776,600.5,9,2000
2000-09-27,602.5,602.5,602.5,287.29235800000004,602.5,9,2000
2000-09-28,594.5,594.5,594.5,283.477661,594.5,9,2000
2000-09-29,602.0,602.0,602.0,287.054016,602.0,9,2000
2000-10-02,605.0,605.0,605.0,288.484558,605.0,10,2000
2000-10-03,610.5,610.5,610.5,291.107086,610.5,10,2000
2000-10-04,603.0,603.0,603.0,287.53067000000004,603.0,10,2000
2000-10-05,597.5,597.5,597.5,284.908295,597.5,10,2000
2000-10-06,614.0,614.0,614.0,292.775909,614.0,10,2000
2000-10-09,610.5,610.5,610.5,291.107086,610.5,10,2000
2000-10-10,626.5,626.5,626.5,298.73632799999996,626.5,10,2000
2000-10-11,638.0,638.0,638.0,304.21994,638.0,10,2000
2000-10-12,646.5,646.5,646.5,308.273132,646.5,10,2000
2000-10-13,634.5,634.5,634.5,302.551117,634.5,10,2000
2000-10-16,633.0,633.0,633.0,301.835876,633.0,10,2000
2000-10-17,622.5,622.5,622.5,296.829071,622.5,10,2000
2000-10-18,618.0,618.0,618.0,294.683289,618.0,10,2000
2000-10-19,622.5,622.5,622.5,296.829071,622.5,10,2000
2000-10-20,618.5,618.5,618.5,294.921783,618.5,10,2000
2000-10-23,616.0,616.0,616.0,293.729736,616.0,10,2000
2000-10-24,617.0,617.0,617.0,294.206604,617.0,10,2000
2000-10-25,612.0,612.0,612.0,291.82232700000003,612.0,10,2000
2000-10-26,605.0,605.0,605.0,288.484558,605.0,10,2000
2000-10-27,588.0,588.0,588.0,280.378296,588.0,10,2000
2000-10-30,584.0,584.0,584.0,278.470947,584.0,10,2000
2000-10-31,584.5,584.5,584.5,278.70932,584.5,10,2000
2000-11-01,597.0,597.0,597.0,284.669678,597.0,11,2000
2000-11-02,582.0,582.0,582.0,277.517334,582.0,11,2000
2000-11-03,561.5,561.5,561.5,267.742126,561.5,11,2000
2000-11-06,568.0,568.0,568.0,270.841644,568.0,11,2000
2000-11-07,576.0,576.0,576.0,274.65625,576.0,11,2000
2000-11-08,574.5,574.5,574.5,273.94101,574.5,11,2000
2000-11-09,589.0,589.0,589.0,280.855072,589.0,11,2000
2000-11-10,591.0,591.0,591.0,281.808868,591.0,11,2000
2000-11-13,580.0,580.0,580.0,278.258484,580.0,11,2000
2000-11-14,591.0,591.0,591.0,283.53595,591.0,11,2000
2000-11-15,603.0,603.0,603.0,289.292938,603.0,11,2000
2000-11-16,603.0,603.0,603.0,289.292938,603.0,11,2000
2000-11-17,599.0,599.0,599.0,287.37399300000004,599.0,11,2000
2000-11-20,593.5,593.5,593.5,284.73538199999996,593.5,11,2000
2000-11-21,606.0,606.0,606.0,290.732178,606.0,11,2000
2000-11-22,605.0,605.0,605.0,290.252594,605.0,11,2000
2000-11-23,605.5,605.5,605.5,290.492523,605.5,11,2000
2000-11-24,598.0,598.0,598.0,286.894226,598.0,11,2000
2000-11-27,596.0,596.0,596.0,285.934692,596.0,11,2000
2000-11-28,587.5,587.5,587.5,281.856781,587.5,11,2000
2000-11-29,573.0,573.0,573.0,274.90033,573.0,11,2000
2000-11-30,548.5,548.5,548.5,263.146301,548.5,11,2000
2000-12-01,549.0,549.0,549.0,263.38622999999995,549.0,12,2000
2000-12-04,541.0,541.0,541.0,259.54812599999997,541.0,12,2000
2000-12-05,553.5,553.5,553.5,265.544983,553.5,12,2000
2000-12-06,531.0,531.0,531.0,254.750534,531.0,12,2000
2000-12-07,546.0,546.0,546.0,261.94689900000003,546.0,12,2000
2000-12-08,551.0,551.0,551.0,264.345673,551.0,12,2000
2000-12-11,551.0,551.0,551.0,264.345673,551.0,12,2000
2000-12-12,558.0,558.0,558.0,267.703979,558.0,12,2000
2000-12-13,569.5,569.5,569.5,273.22119100000003,569.5,12,2000
2000-12-14,542.5,542.5,542.5,260.267761,542.5,12,2000
2000-12-15,533.0,533.0,533.0,255.710098,533.0,12,2000
2000-12-18,541.5,541.5,541.5,259.788025,541.5,12,2000
2000-12-19,542.0,542.0,542.0,260.02792400000004,542.0,12,2000
2000-12-20,521.5,521.5,521.5,250.192886,521.5,12,2000
2000-12-21,517.5,517.5,517.5,248.273849,517.5,12,2000
2000-12-22,524.0,524.0,524.0,251.392181,524.0,12,2000
2000-12-25,524.0,524.0,524.0,251.392181,524.0,12,2000
2000-12-26,524.0,524.0,524.0,251.392181,524.0,12,2000
2000-12-27,542.0,542.0,542.0,260.02792400000004,542.0,12,2000
2000-12-28,546.5,546.5,546.5,262.18676800000003,546.5,12,2000
2000-12-29,540.0,540.0,540.0,259.06838999999997,540.0,12,2000
2001-01-01,540.0,540.0,540.0,259.06838999999997,540.0,1,2001
2001-01-02,545.0,545.0,545.0,261.467102,545.0,1,2001
2001-01-03,536.5,536.5,536.5,257.389221,536.5,1,2001
2001-01-04,538.0,538.0,538.0,258.10882599999997,538.0,1,2001
2001-01-05,544.5,544.5,544.5,261.227264,544.5,1,2001
2001-01-08,543.5,543.5,543.5,260.747467,543.5,1,2001
2001-01-09,526.5,526.5,526.5,252.591675,526.5,1,2001
2001-01-10,527.0,527.0,527.0,252.831528,527.0,1,2001
2001-01-11,546.0,546.0,546.0,261.94689900000003,546.0,1,2001
2001-01-12,555.5,555.5,555.5,266.504608,555.5,1,2001
2001-01-15,570.5,570.5,570.5,273.700867,570.5,1,2001
2001-01-16,557.0,557.0,557.0,267.224182,557.0,1,2001
2001-01-17,569.0,569.0,569.0,272.981293,569.0,1,2001
2001-01-18,578.0,578.0,578.0,277.299164,578.0,1,2001
2001-01-19,579.0,579.0,579.0,277.778839,579.0,1,2001
2001-01-22,588.0,588.0,588.0,282.096649,588.0,1,2001
2001-01-23,585.0,585.0,585.0,280.65731800000003,585.0,1,2001
2001-01-24,582.0,582.0,582.0,279.218079,582.0,1,2001
2001-01-25,590.0,590.0,590.0,283.056244,590.0,1,2001
2001-01-26,595.0,595.0,595.0,285.454834,595.0,1,2001
2001-01-29,590.0,590.0,590.0,283.056244,590.0,1,2001
2001-01-30,578.5,578.5,578.5,277.539063,578.5,1,2001
2001-01-31,588.5,588.5,588.5,282.336517,588.5,1,2001
2001-02-01,579.0,579.0,579.0,277.778839,579.0,2,2001
2001-02-02,587.0,587.0,587.0,281.616852,587.0,2,2001
2001-02-05,598.0,598.0,598.0,286.894226,598.0,2,2001
2001-02-06,600.5,600.5,600.5,288.09362799999997,600.5,2,2001
2001-02-07,598.0,598.0,598.0,286.894226,598.0,2,2001
2001-02-08,599.0,599.0,599.0,287.37399300000004,599.0,2,2001
2001-02-09,607.0,607.0,607.0,291.212036,607.0,2,2001
2001-02-12,609.0,609.0,609.0,292.17157000000003,609.0,2,2001
2001-02-13,590.0,590.0,590.0,283.056244,590.0,2,2001
2001-02-14,588.0,588.0,588.0,282.096649,588.0,2,2001
2001-02-15,578.0,578.0,578.0,277.299164,578.0,2,2001
2001-02-16,567.0,567.0,567.0,272.02182,567.0,2,2001
2001-02-19,580.0,580.0,580.0,278.258484,580.0,2,2001
2001-02-20,570.0,570.0,570.0,273.46106000000003,570.0,2,2001
2001-02-21,568.0,568.0,568.0,274.24325600000003,568.0,2,2001
2001-02-22,561.5,561.5,561.5,271.104797,561.5,2,2001
2001-02-23,566.0,566.0,566.0,273.277618,566.0,2,2001
2001-02-26,568.5,568.5,568.5,274.484589,568.5,2,2001
2001-02-27,574.0,574.0,574.0,277.140198,574.0,2,2001
2001-02-28,573.0,573.0,573.0,276.657379,573.0,2,2001
2001-03-01,579.5,579.5,579.5,279.79562400000003,579.5,3,2001
2001-03-02,572.0,572.0,572.0,276.1745,572.0,3,2001
2001-03-05,581.0,581.0,581.0,280.51995800000003,581.0,3,2001
2001-03-06,589.0,589.0,589.0,284.38241600000003,589.0,3,2001
2001-03-07,602.0,602.0,602.0,290.659149,602.0,3,2001
2001-03-08,600.0,600.0,600.0,289.693481,600.0,3,2001
2001-03-09,585.5,585.5,585.5,282.692566,585.5,3,2001
2001-03-12,589.0,589.0,589.0,284.38241600000003,589.0,3,2001
2001-03-13,571.5,571.5,571.5,275.933075,571.5,3,2001
2001-03-14,570.0,570.0,570.0,275.208893,570.0,3,2001
2001-03-15,575.0,575.0,575.0,277.622894,575.0,3,2001
2001-03-16,567.5,567.5,567.5,274.001709,567.5,3,2001
2001-03-19,571.0,571.0,571.0,275.691742,571.0,3,2001
2001-03-20,575.5,575.5,575.5,277.864441,575.5,3,2001
2001-03-21,573.0,573.0,573.0,276.657379,573.0,3,2001
2001-03-22,562.0,562.0,562.0,271.346375,562.0,3,2001
2001-03-23,542.5,542.5,542.5,261.93127400000003,542.5,3,2001
2001-03-26,556.5,556.5,556.5,268.690796,556.5,3,2001
2001-03-27,574.0,574.0,574.0,277.140198,574.0,3,2001
2001-03-28,575.0,575.0,575.0,277.622894,575.0,3,2001
2001-03-29,568.0,568.0,568.0,274.24325600000003,568.0,3,2001
2001-03-30,582.0,582.0,582.0,281.002747,582.0,3,2001
2001-04-02,576.0,576.0,576.0,278.105804,576.0,4,2001
2001-04-03,562.0,562.0,562.0,271.346375,562.0,4,2001
2001-04-04,563.5,563.5,563.5,272.070557,563.5,4,2001
2001-04-05,575.5,575.5,575.5,277.864441,575.5,4,2001
2001-04-06,580.0,580.0,580.0,280.037109,580.0,4,2001
2001-04-09,598.5,598.5,598.5,288.96932999999996,598.5,4,2001
2001-04-10,610.0,610.0,610.0,294.52179,610.0,4,2001
2001-04-11,604.0,604.0,604.0,291.62484700000005,604.0,4,2001
2001-04-12,600.5,600.5,600.5,289.934906,600.5,4,2001
2001-04-13,600.5,600.5,600.5,289.934906,600.5,4,2001
2001-04-16,600.5,600.5,600.5,289.934906,600.5,4,2001
2001-04-17,607.0,607.0,607.0,293.07318100000003,607.0,4,2001
2001-04-18,592.5,592.5,592.5,286.072357,592.5,4,2001
2001-04-19,597.0,597.0,597.0,288.24517799999995,597.0,4,2001
2001-04-20,607.0,607.0,607.0,293.07318100000003,607.0,4,2001
2001-04-23,620.0,620.0,620.0,299.34997599999997,620.0,4,2001
2001-04-24,615.0,615.0,615.0,296.93591299999997,615.0,4,2001
2001-04-25,616.5,616.5,616.5,297.660126,616.5,4,2001
2001-04-26,638.5,638.5,638.5,308.282227,638.5,4,2001
2001-04-27,635.0,635.0,635.0,306.59225499999997,635.0,4,2001
2001-04-30,627.0,627.0,627.0,302.729797,627.0,4,2001
2001-05-01,625.0,625.0,625.0,301.76416,625.0,5,2001
2001-05-02,615.5,615.5,615.5,297.177277,615.5,5,2001
2001-05-03,591.0,591.0,591.0,285.348114,591.0,5,2001
2001-05-04,611.0,611.0,611.0,295.004547,611.0,5,2001
2001-05-07,611.0,611.0,611.0,295.004547,611.0,5,2001
2001-05-08,600.0,600.0,600.0,289.693481,600.0,5,2001
2001-05-09,616.0,616.0,616.0,297.41854900000004,616.0,5,2001
2001-05-10,620.0,620.0,620.0,299.34997599999997,620.0,5,2001
2001-05-11,610.0,610.0,610.0,294.52179,610.0,5,2001
2001-05-14,587.5,587.5,587.5,283.658234,587.5,5,2001
2001-05-15,616.5,616.5,616.5,297.660126,616.5,5,2001
2001-05-16,618.0,618.0,618.0,300.171265,618.0,5,2001
2001-05-17,614.5,614.5,614.5,298.47119100000003,614.5,5,2001
2001-05-18,625.0,625.0,625.0,303.571198,625.0,5,2001
2001-05-21,629.0,629.0,629.0,305.51403799999997,629.0,5,2001
2001-05-22,630.0,630.0,630.0,305.99984700000005,630.0,5,2001
2001-05-23,623.5,623.5,623.5,302.842651,623.5,5,2001
2001-05-24,629.0,629.0,629.0,305.51403799999997,629.0,5,2001
2001-05-25,628.0,628.0,628.0,305.02832,628.0,5,2001
2001-05-28,628.0,628.0,628.0,305.02832,628.0,5,2001
2001-05-29,632.5,632.5,632.5,307.214203,632.5,5,2001
2001-05-30,628.5,628.5,628.5,305.27114900000004,628.5,5,2001
2001-05-31,622.0,622.0,622.0,302.114105,622.0,5,2001
2001-06-01,631.5,631.5,631.5,306.728333,631.5,6,2001
2001-06-04,638.0,638.0,638.0,309.885529,638.0,6,2001
2001-06-05,647.0,647.0,647.0,314.256866,647.0,6,2001
2001-06-06,638.0,638.0,638.0,309.885529,638.0,6,2001
2001-06-07,632.0,632.0,632.0,306.971405,632.0,6,2001
2001-06-08,641.0,641.0,641.0,311.342773,641.0,6,2001
2001-06-11,640.0,640.0,640.0,310.85699500000004,640.0,6,2001
2001-06-12,645.0,645.0,645.0,313.285522,645.0,6,2001
2001-06-13,636.0,636.0,636.0,308.914063,636.0,6,2001
2001-06-14,630.0,630.0,630.0,305.99984700000005,630.0,6,2001
2001-06-15,637.5,637.5,637.5,309.642822,637.5,6,2001
2001-06-18,628.0,628.0,628.0,305.02832,628.0,6,2001
2001-06-19,626.5,626.5,626.5,304.299866,626.5,6,2001
2001-06-20,631.0,631.0,631.0,306.485657,631.0,6,2001
2001-06-21,613.5,613.5,613.5,297.98544300000003,613.5,6,2001
2001-06-22,614.0,614.0,614.0,298.228363,614.0,6,2001
2001-06-25,620.0,620.0,620.0,301.14263900000003,620.0,6,2001
2001-06-26,617.5,617.5,617.5,299.928375,617.5,6,2001
2001-06-27,613.0,613.0,613.0,297.742615,613.0,6,2001
2001-06-28,585.0,585.0,585.0,284.14263900000003,585.0,6,2001
2001-06-29,584.5,584.5,584.5,283.899872,584.5,6,2001
2001-07-02,573.0,573.0,573.0,278.314056,573.0,7,2001
2001-07-03,574.0,574.0,574.0,278.799866,574.0,7,2001
2001-07-04,584.0,584.0,584.0,283.65698199999997,584.0,7,2001
2001-07-05,587.5,587.5,587.5,285.356964,587.5,7,2001
2001-07-06,574.5,574.5,574.5,279.042755,574.5,7,2001
2001-07-09,576.5,576.5,576.5,280.01416,576.5,7,2001
2001-07-10,567.5,567.5,567.5,275.64267,567.5,7,2001
2001-07-11,562.0,562.0,562.0,272.971252,562.0,7,2001
2001-07-12,568.5,568.5,568.5,276.12838700000003,568.5,7,2001
2001-07-13,572.0,572.0,572.0,277.828369,572.0,7,2001
2001-07-16,576.0,576.0,576.0,279.771332,576.0,7,2001
2001-07-17,566.0,566.0,566.0,274.914001,566.0,7,2001
2001-07-18,547.0,547.0,547.0,265.685516,547.0,7,2001
2001-07-19,553.5,553.5,553.5,268.842712,553.5,7,2001
2001-07-20,558.0,558.0,558.0,271.028381,558.0,7,2001
2001-07-23,561.0,561.0,561.0,272.485535,561.0,7,2001
2001-07-24,546.5,546.5,546.5,265.442657,546.5,7,2001
2001-07-25,557.0,557.0,557.0,270.542664,557.0,7,2001
2001-07-26,570.0,570.0,570.0,276.85699500000004,570.0,7,2001
2001-07-27,570.5,570.5,570.5,277.099731,570.5,7,2001
2001-07-30,572.0,572.0,572.0,277.828369,572.0,7,2001
2001-07-31,583.5,583.5,583.5,283.41418500000003,583.5,7,2001
